id_empleado,date,score_satisfacion,score_inclusion,work_life_balance,percepcion_equidad
749,2022-11-01,5,4,5,4
749,2023-11-01,5,3,5,4
749,2024-11-01,5,5,4,4
750,2021-03-01,2,4,3,4
750,2022-03-01,2,5,5,4
750,2023-03-01,3,2,5,4
750,2024-03-01,3,5,3,4
750,2025-03-01,2,3,4,4
751,2021-01-01,4,4,5,4
751,2022-01-01,2,5,3,4
751,2023-01-01,3,3,4,4
751,2024-01-01,3,5,5,4
751,2025-01-01,2,2,5,4
752,2021-12-01,3,2,4,4
752,2022-12-01,4,2,4,4
752,2023-12-01,2,4,3,4
752,2024-12-01,4,3,5,4
753,2021-11-01,3,2,3,4
753,2022-11-01,2,4,5,4
753,2023-11-01,2,3,5,4
753,2024-11-01,3,3,5,4
754,2021-10-01,4,4,4,3
754,2022-10-01,4,2,3,3
754,2023-10-01,3,3,4,3
754,2024-10-01,3,5,5,3
755,2021-02-01,2,3,3,4
755,2022-02-01,4,5,3,4
755,2023-02-01,2,3,5,4
755,2024-02-01,2,5,5,4
755,2025-02-01,4,2,4,4
756,2021-08-01,3,2,3,3
756,2022-08-01,3,4,5,3
756,2023-08-01,2,2,5,3
756,2024-08-01,3,3,3,3
757,2021-05-01,5,3,4,4
757,2022-05-01,3,3,5,4
757,2023-05-01,4,2,5,4
757,2024-05-01,3,5,4,4
758,2021-07-01,2,2,4,4
758,2022-07-01,3,2,3,4
758,2023-07-01,4,4,5,4
758,2024-07-01,3,4,4,4
759,2021-06-01,3,4,3,4
759,2022-06-01,2,5,5,4
759,2023-06-01,3,5,3,4
759,2024-06-01,2,5,4,4
760,2021-08-01,4,5,3,4
760,2022-08-01,3,3,5,4
760,2023-08-01,2,3,5,4
760,2024-08-01,4,4,5,4
761,2021-08-01,4,5,3,4
761,2022-08-01,2,4,2,4
761,2023-08-01,3,5,2,4
761,2024-08-01,3,3,3,4
762,2021-05-01,5,5,5,4
762,2022-05-01,5,3,3,4
762,2023-05-01,3,5,4,4
762,2024-05-01,4,5,5,4
763,2021-09-01,4,2,4,3
763,2022-09-01,3,2,4,3
763,2023-09-01,4,4,3,3
763,2024-09-01,3,4,5,3
764,2021-05-01,4,2,3,3
764,2022-05-01,4,2,5,3
764,2023-05-01,4,5,3,3
764,2024-05-01,4,4,3,3
765,2021-01-01,5,2,5,4
765,2022-01-01,5,4,3,4
765,2023-01-01,3,4,5,4
765,2024-01-01,5,5,3,4
765,2025-01-01,3,3,5,4
766,2021-05-01,4,2,3,4
766,2022-05-01,3,2,3,4
766,2023-05-01,2,3,3,4
766,2024-05-01,2,3,5,4
767,2021-12-01,3,4,5,4
767,2022-12-01,5,3,5,4
767,2023-12-01,3,2,5,4
767,2024-12-01,5,2,4,4
768,2021-11-01,3,5,5,4
768,2022-11-01,2,3,3,4
768,2023-11-01,4,4,3,4
768,2024-11-01,3,4,5,4
769,2023-12-01,2,2,2,4
769,2024-12-01,3,4,1,4
770,2021-04-01,4,5,4,4
770,2022-04-01,3,2,5,4
770,2023-04-01,2,3,3,4
770,2024-04-01,3,3,4,4
771,2021-04-01,2,2,5,3
771,2022-04-01,4,5,3,3
771,2023-04-01,2,5,4,3
771,2024-04-01,2,2,3,3
772,2021-08-01,2,3,3,4
772,2022-08-01,3,2,3,4
772,2023-08-01,2,3,4,4
772,2024-08-01,4,3,4,4
773,2021-09-01,2,5,5,4
773,2022-09-01,3,2,3,4
773,2023-09-01,3,3,5,4
773,2024-09-01,3,3,3,4
774,2021-12-01,3,2,3,4
774,2022-12-01,2,2,1,4
774,2023-12-01,3,5,3,4
774,2024-12-01,3,2,3,4
775,2023-11-01,2,4,4,4
775,2024-11-01,2,4,3,4
776,2021-01-01,4,3,3,4
776,2022-01-01,3,4,2,4
776,2023-01-01,4,4,1,4
776,2024-01-01,4,5,3,4
776,2025-01-01,2,5,3,4
777,2021-12-01,3,4,3,4
777,2022-12-01,4,2,3,4
777,2023-12-01,3,4,3,4
777,2024-12-01,3,2,3,4
778,2021-07-01,5,4,5,4
778,2022-07-01,5,4,4,4
778,2023-07-01,4,2,5,4
778,2024-07-01,5,5,4,4
779,2021-06-01,2,2,4,4
779,2022-06-01,4,5,3,4
779,2023-06-01,2,3,5,4
779,2024-06-01,2,5,4,4
780,2021-04-01,4,5,4,4
780,2022-04-01,3,5,5,4
780,2023-04-01,4,5,5,4
780,2024-04-01,2,3,5,4
781,2021-07-01,3,4,3,4
781,2022-07-01,4,2,4,4
781,2023-07-01,4,4,5,4
781,2024-07-01,5,5,3,4
782,2021-07-01,2,4,5,4
782,2022-07-01,3,5,3,4
782,2023-07-01,2,2,5,4
782,2024-07-01,2,4,5,4
783,2024-01-01,4,2,3,3
783,2025-01-01,4,4,4,3
784,2021-04-01,4,2,5,4
784,2022-04-01,2,4,4,4
784,2023-04-01,4,2,3,4
784,2024-04-01,2,5,4,4
785,2021-12-01,3,3,5,4
785,2022-12-01,2,2,4,4
785,2023-12-01,2,3,3,4
785,2024-12-01,4,3,4,4
786,2021-02-01,5,5,5,4
786,2022-02-01,5,4,3,4
786,2023-02-01,5,4,5,4
786,2024-02-01,5,5,5,4
786,2025-02-01,5,3,4,4
787,2021-05-01,4,2,4,3
787,2022-05-01,3,3,5,3
787,2023-05-01,3,3,5,3
787,2024-05-01,2,2,5,3
788,2021-12-01,3,3,4,4
788,2022-12-01,4,3,4,4
788,2023-12-01,3,4,4,4
788,2024-12-01,3,4,4,4
789,2023-04-01,3,2,2,4
789,2024-04-01,4,4,1,4
790,2021-10-01,4,4,4,3
790,2022-10-01,3,2,5,3
790,2023-10-01,3,3,5,3
790,2024-10-01,2,5,5,3
791,2021-04-01,4,5,4,4
791,2022-04-01,3,4,3,4
791,2023-04-01,2,4,3,4
791,2024-04-01,4,4,5,4
792,2021-12-01,3,2,3,4
792,2022-12-01,3,5,3,4
792,2023-12-01,4,2,5,4
792,2024-12-01,3,3,4,4
793,2021-03-01,2,5,5,4
793,2022-03-01,2,4,4,4
793,2023-03-01,4,2,4,4
793,2024-03-01,2,4,4,4
793,2025-03-01,3,5,4,4
794,2021-06-01,2,3,3,4
794,2022-06-01,3,5,4,4
794,2023-06-01,3,3,4,4
794,2024-06-01,3,2,5,4
795,2021-01-01,3,3,4,3
795,2022-01-01,3,5,3,3
795,2023-01-01,3,4,3,3
795,2024-01-01,3,4,5,3
795,2025-01-01,2,3,3,3
796,2024-03-01,3,4,4,3
796,2025-03-01,3,3,5,3
797,2021-03-01,2,3,3,4
797,2022-03-01,2,5,4,4
797,2023-03-01,4,3,3,4
797,2024-03-01,3,3,4,4
797,2025-03-01,3,2,4,4
798,2023-08-01,4,3,5,4
798,2024-08-01,3,4,4,4
799,2021-08-01,2,5,5,4
799,2022-08-01,4,4,5,4
799,2023-08-01,3,2,4,4
799,2024-08-01,4,4,3,4
800,2021-01-01,4,4,3,3
800,2022-01-01,3,2,4,3
800,2023-01-01,2,2,5,3
800,2024-01-01,3,5,3,3
800,2025-01-01,4,2,4,3
801,2021-12-01,2,5,4,4
801,2022-12-01,2,5,5,4
801,2023-12-01,3,4,5,4
801,2024-12-01,4,5,5,4
802,2021-03-01,5,4,5,4
802,2022-03-01,4,2,3,4
802,2023-03-01,3,4,3,4
802,2024-03-01,3,4,5,4
802,2025-03-01,5,2,3,4
803,2021-11-01,2,2,4,4
803,2022-11-01,2,2,5,4
803,2023-11-01,3,3,5,4
803,2024-11-01,4,2,3,4
804,2021-10-01,3,3,4,4
804,2022-10-01,4,2,4,4
804,2023-10-01,4,2,3,4
804,2024-10-01,3,2,4,4
805,2021-06-01,4,3,4,4
805,2022-06-01,5,4,3,4
805,2023-06-01,5,4,3,4
805,2024-06-01,4,5,3,4
806,2021-09-01,3,5,3,3
806,2022-09-01,2,2,3,3
806,2023-09-01,4,3,3,3
806,2024-09-01,3,4,3,3
807,2021-07-01,2,3,3,1
807,2022-07-01,3,4,2,1
807,2023-07-01,4,5,3,1
807,2024-07-01,4,5,2,1
808,2021-07-01,2,2,5,4
808,2022-07-01,3,5,4,4
808,2023-07-01,3,4,4,4
808,2024-07-01,4,4,4,4
809,2021-06-01,2,2,5,4
809,2022-06-01,2,3,3,4
809,2023-06-01,4,5,4,4
809,2024-06-01,3,2,5,4
810,2022-05-01,2,2,4,3
810,2023-05-01,2,3,4,3
810,2024-05-01,2,4,3,3
811,2021-05-01,5,3,3,4
811,2022-05-01,5,2,3,4
811,2023-05-01,4,4,4,4
811,2024-05-01,3,3,3,4
812,2021-05-01,4,2,5,4
812,2022-05-01,4,3,3,4
812,2023-05-01,4,4,4,4
812,2024-05-01,3,5,4,4
813,2021-12-01,3,2,3,4
813,2022-12-01,2,3,3,4
813,2023-12-01,2,3,4,4
813,2024-12-01,2,2,4,4
814,2021-12-01,4,2,3,4
814,2022-12-01,3,2,4,4
814,2023-12-01,4,2,4,4
814,2024-12-01,3,4,4,4
815,2021-10-01,4,4,5,4
815,2022-10-01,4,4,3,4
815,2023-10-01,3,3,3,4
815,2024-10-01,3,2,3,4
816,2021-04-01,2,4,5,4
816,2022-04-01,2,3,4,4
816,2023-04-01,3,4,3,4
816,2024-04-01,2,5,3,4
817,2021-10-01,4,3,5,4
817,2022-10-01,3,2,5,4
817,2023-10-01,4,4,4,4
817,2024-10-01,4,4,5,4
818,2021-02-01,5,4,5,4
818,2022-02-01,5,3,5,4
818,2023-02-01,3,5,4,4
818,2024-02-01,5,5,5,4
818,2025-02-01,5,3,5,4
819,2021-12-01,3,4,5,4
819,2022-12-01,3,3,3,4
819,2023-12-01,4,2,5,4
819,2024-12-01,2,2,5,4
820,2021-04-01,3,3,3,4
820,2022-04-01,3,5,4,4
820,2023-04-01,2,2,3,4
820,2024-04-01,3,2,4,4
821,2021-09-01,4,4,5,4
821,2022-09-01,3,2,5,4
821,2023-09-01,3,5,3,4
821,2024-09-01,4,5,3,4
822,2021-08-01,4,4,5,4
822,2022-08-01,2,5,5,4
822,2023-08-01,4,5,5,4
822,2024-08-01,3,5,5,4
823,2021-05-01,2,5,3,4
823,2022-05-01,3,5,5,4
823,2023-05-01,3,4,4,4
823,2024-05-01,2,3,3,4
824,2021-07-01,4,3,4,4
824,2022-07-01,3,4,4,4
824,2023-07-01,3,4,3,4
824,2024-07-01,3,3,4,4
825,2021-04-01,4,5,4,4
825,2022-04-01,4,2,5,4
825,2023-04-01,2,5,3,4
825,2024-04-01,4,5,4,4
826,2021-11-01,4,4,3,3
826,2022-11-01,2,2,4,3
826,2023-11-01,2,4,5,3
826,2024-11-01,3,3,4,3
827,2024-06-01,3,5,1,4
828,2021-09-01,3,3,5,4
828,2022-09-01,2,2,3,4
828,2023-09-01,2,5,3,4
828,2024-09-01,4,5,4,4
829,2021-03-01,3,4,5,4
829,2022-03-01,3,5,3,4
829,2023-03-01,4,5,4,4
829,2024-03-01,3,3,3,4
829,2025-03-01,2,5,3,4
830,2021-11-01,2,3,4,3
830,2022-11-01,3,3,5,3
830,2023-11-01,3,2,5,3
830,2024-11-01,2,3,3,3
831,2021-07-01,2,5,4,4
831,2022-07-01,4,4,5,4
831,2023-07-01,3,4,4,4
831,2024-07-01,2,4,4,4
832,2021-03-01,5,3,5,4
832,2022-03-01,4,3,4,4
832,2023-03-01,5,2,3,4
832,2024-03-01,3,3,5,4
832,2025-03-01,3,5,5,4
833,2021-01-01,5,4,4,4
833,2022-01-01,3,5,4,4
833,2023-01-01,5,5,3,4
833,2024-01-01,5,3,5,4
833,2025-01-01,3,3,4,4
834,2021-05-01,4,5,4,4
834,2022-05-01,3,5,4,4
834,2023-05-01,2,4,3,4
834,2024-05-01,2,5,5,4
835,2021-01-01,4,2,3,3
835,2022-01-01,3,5,3,3
835,2023-01-01,4,5,5,3
835,2024-01-01,3,2,5,3
835,2025-01-01,4,3,3,3
836,2021-06-01,4,3,5,3
836,2022-06-01,4,2,5,3
836,2023-06-01,4,3,4,3
836,2024-06-01,3,4,3,3
837,2021-03-01,5,2,4,4
837,2022-03-01,5,2,3,4
837,2023-03-01,3,5,5,4
837,2024-03-01,3,5,5,4
837,2025-03-01,3,3,4,4
838,2021-12-01,2,3,3,4
838,2022-12-01,3,3,4,4
838,2023-12-01,4,3,4,4
838,2024-12-01,4,5,3,4
839,2021-11-01,4,4,4,4
839,2022-11-01,2,2,3,4
839,2023-11-01,4,4,3,4
839,2024-11-01,2,3,5,4
840,2021-04-01,2,4,3,4
840,2022-04-01,2,3,4,4
840,2023-04-01,3,4,3,4
840,2024-04-01,3,5,4,4
841,2021-12-01,2,4,5,4
841,2022-12-01,4,2,3,4
841,2023-12-01,2,5,3,4
841,2024-12-01,3,2,5,4
842,2021-05-01,4,2,3,4
842,2022-05-01,4,3,3,4
842,2023-05-01,4,4,5,4
842,2024-05-01,2,4,4,4
843,2021-10-01,4,5,4,4
843,2022-10-01,2,3,5,4
843,2023-10-01,2,2,5,4
843,2024-10-01,2,2,4,4
844,2024-04-01,3,5,2,3
845,2021-01-01,3,5,3,4
845,2022-01-01,2,4,4,4
845,2023-01-01,3,4,3,4
845,2024-01-01,3,2,5,4
845,2025-01-01,3,5,4,4
846,2021-01-01,4,3,2,4
846,2022-01-01,3,5,2,4
846,2023-01-01,5,3,3,4
846,2024-01-01,4,2,4,4
846,2025-01-01,5,4,5,4
847,2021-07-01,4,5,5,3
847,2022-07-01,4,2,4,3
847,2023-07-01,2,2,5,3
847,2024-07-01,2,4,4,3
848,2021-11-01,4,4,3,4
848,2022-11-01,5,2,4,4
848,2023-11-01,5,5,3,4
848,2024-11-01,3,4,5,4
849,2021-04-01,3,2,5,4
849,2022-04-01,2,2,5,4
849,2023-04-01,3,4,3,4
849,2024-04-01,3,2,3,4
850,2023-09-01,3,3,4,4
850,2024-09-01,3,2,3,4
851,2021-11-01,4,5,4,4
851,2022-11-01,4,4,4,4
851,2023-11-01,2,4,3,4
851,2024-11-01,4,3,3,4
852,2021-10-01,2,5,3,4
852,2022-10-01,4,3,4,4
852,2023-10-01,2,5,3,4
852,2024-10-01,4,2,3,4
853,2021-02-01,2,3,4,4
853,2022-02-01,4,2,5,4
853,2023-02-01,3,2,5,4
853,2024-02-01,3,4,4,4
853,2025-02-01,3,2,5,4
854,2023-11-01,5,3,3,4
854,2024-11-01,5,2,2,4
855,2021-05-01,4,5,3,4
855,2022-05-01,4,2,4,4
855,2023-05-01,2,5,5,4
855,2024-05-01,4,2,5,4
856,2021-09-01,3,2,4,4
856,2022-09-01,2,5,3,4
856,2023-09-01,3,2,4,4
856,2024-09-01,4,4,5,4
857,2021-05-01,5,5,5,4
857,2022-05-01,5,4,3,4
857,2023-05-01,3,3,3,4
857,2024-05-01,4,2,4,4
858,2021-12-01,3,5,3,3
858,2022-12-01,4,2,5,3
858,2023-12-01,2,3,5,3
858,2024-12-01,2,2,5,3
859,2021-12-01,4,3,4,4
859,2022-12-01,2,4,5,4
859,2023-12-01,4,5,5,4
859,2024-12-01,2,5,5,4
860,2021-03-01,3,5,5,4
860,2022-03-01,4,2,3,4
860,2023-03-01,3,5,5,4
860,2024-03-01,3,4,3,4
860,2025-03-01,3,3,3,4
861,2021-09-01,3,5,1,4
861,2022-09-01,3,3,1,4
861,2023-09-01,4,2,3,4
861,2024-09-01,4,4,1,4
862,2021-07-01,3,2,3,4
862,2022-07-01,4,4,5,4
862,2023-07-01,2,5,3,4
862,2024-07-01,3,4,3,4
863,2021-07-01,3,2,5,4
863,2022-07-01,4,3,4,4
863,2023-07-01,3,5,5,4
863,2024-07-01,3,2,5,4
864,2021-12-01,2,2,3,3
864,2022-12-01,4,4,3,3
864,2023-12-01,3,3,4,3
864,2024-12-01,4,4,4,3
865,2021-04-01,4,3,3,4
865,2022-04-01,4,5,5,4
865,2023-04-01,4,3,4,4
865,2024-04-01,4,2,3,4
866,2021-09-01,4,4,5,3
866,2022-09-01,3,5,3,3
866,2023-09-01,4,5,4,3
866,2024-09-01,2,2,3,3
867,2021-07-01,2,5,3,4
867,2022-07-01,2,3,4,4
867,2023-07-01,2,5,4,4
867,2024-07-01,4,4,5,4
868,2021-06-01,5,5,5,4
868,2022-06-01,5,5,3,4
868,2023-06-01,3,2,3,4
868,2024-06-01,3,3,3,4
869,2021-02-01,4,4,4,4
869,2022-02-01,3,4,3,4
869,2023-02-01,4,4,5,4
869,2024-02-01,3,2,4,4
869,2025-02-01,2,3,5,4
870,2021-03-01,4,5,3,4
870,2022-03-01,2,2,3,4
870,2023-03-01,4,4,3,4
870,2024-03-01,2,2,4,4
870,2025-03-01,2,3,5,4
871,2021-10-01,2,3,5,4
871,2022-10-01,4,4,4,4
871,2023-10-01,3,2,4,4
871,2024-10-01,3,2,3,4
872,2021-03-01,3,2,3,4
872,2022-03-01,4,3,4,4
872,2023-03-01,3,4,4,4
872,2024-03-01,2,4,3,4
872,2025-03-01,3,3,4,4
873,2021-05-01,4,5,3,3
873,2022-05-01,3,2,4,3
873,2023-05-01,3,5,3,3
873,2024-05-01,4,2,5,3
874,2021-10-01,4,5,4,4
874,2022-10-01,4,2,5,4
874,2023-10-01,3,5,4,4
874,2024-10-01,3,5,3,4
875,2021-08-01,2,3,5,3
875,2022-08-01,2,3,5,3
875,2023-08-01,3,5,5,3
875,2024-08-01,2,2,3,3
876,2021-05-01,4,5,5,4
876,2022-05-01,5,5,4,4
876,2023-05-01,5,2,4,4
876,2024-05-01,4,4,4,4
877,2021-05-01,2,2,3,4
877,2022-05-01,4,4,3,4
877,2023-05-01,2,4,5,4
877,2024-05-01,3,3,5,4
878,2024-12-01,4,3,2,4
879,2021-04-01,4,5,4,4
879,2022-04-01,4,5,3,4
879,2023-04-01,4,2,3,4
879,2024-04-01,2,3,3,4
880,2021-04-01,4,3,3,4
880,2022-04-01,4,3,3,4
880,2023-04-01,2,2,3,4
880,2024-04-01,4,5,3,4
881,2021-07-01,4,4,4,4
881,2022-07-01,2,5,4,4
881,2023-07-01,3,3,5,4
881,2024-07-01,2,4,4,4
882,2021-07-01,2,5,4,3
882,2022-07-01,3,5,5,3
882,2023-07-01,4,2,4,3
882,2024-07-01,3,5,3,3
883,2021-02-01,3,5,4,4
883,2022-02-01,2,4,3,4
883,2023-02-01,4,2,5,4
883,2024-02-01,4,4,3,4
883,2025-02-01,2,4,3,4
884,2021-11-01,4,2,3,4
884,2022-11-01,2,2,3,4
884,2023-11-01,4,5,5,4
884,2024-11-01,4,3,3,4
885,2021-12-01,4,2,4,4
885,2022-12-01,5,3,3,4
885,2023-12-01,4,3,3,4
885,2024-12-01,4,4,5,4
886,2021-09-01,5,2,4,4
886,2022-09-01,3,2,3,4
886,2023-09-01,5,3,3,4
886,2024-09-01,5,4,3,4
887,2021-02-01,3,4,5,4
887,2022-02-01,3,4,4,4
887,2023-02-01,2,4,4,4
887,2024-02-01,2,4,4,4
887,2025-02-01,2,5,5,4
888,2021-01-01,5,2,5,4
888,2022-01-01,4,3,5,4
888,2023-01-01,4,3,5,4
888,2024-01-01,3,3,3,4
888,2025-01-01,4,5,4,4
889,2021-06-01,2,5,3,4
889,2022-06-01,3,2,5,4
889,2023-06-01,4,3,3,4
889,2024-06-01,2,5,4,4
890,2021-09-01,3,5,1,3
890,2022-09-01,3,5,2,3
890,2023-09-01,3,3,1,3
890,2024-09-01,2,5,3,3
891,2021-08-01,4,3,3,3
891,2022-08-01,3,5,3,3
891,2023-08-01,3,3,5,3
891,2024-08-01,4,4,3,3
892,2021-01-01,3,4,4,4
892,2022-01-01,4,5,4,4
892,2023-01-01,5,3,3,4
892,2024-01-01,5,5,3,4
892,2025-01-01,4,2,3,4
893,2021-10-01,3,5,4,4
893,2022-10-01,2,4,5,4
893,2023-10-01,3,5,3,4
893,2024-10-01,4,3,5,4
894,2021-05-01,4,3,5,4
894,2022-05-01,4,3,4,4
894,2023-05-01,3,2,3,4
894,2024-05-01,2,2,4,4
895,2021-03-01,3,5,5,4
895,2022-03-01,3,3,4,4
895,2023-03-01,4,3,3,4
895,2024-03-01,4,4,3,4
895,2025-03-01,2,5,5,4
896,2021-01-01,4,4,3,3
896,2022-01-01,4,5,4,3
896,2023-01-01,3,5,3,3
896,2024-01-01,2,2,3,3
896,2025-01-01,4,3,4,3
897,2021-12-01,4,2,4,4
897,2022-12-01,3,2,3,4
897,2023-12-01,2,2,3,4
897,2024-12-01,4,3,4,4
898,2021-09-01,4,5,3,3
898,2022-09-01,3,4,3,3
898,2023-09-01,2,4,5,3
898,2024-09-01,2,2,5,3
899,2021-12-01,3,2,3,4
899,2022-12-01,3,3,5,4
899,2023-12-01,3,3,5,4
899,2024-12-01,4,3,3,4
900,2021-07-01,3,2,3,4
900,2022-07-01,4,4,3,4
900,2023-07-01,2,2,4,4
900,2024-07-01,2,4,4,4
901,2021-11-01,3,2,5,4
901,2022-11-01,2,3,5,4
901,2023-11-01,3,5,4,4
901,2024-11-01,2,5,5,4
902,2021-02-01,4,3,5,4
902,2022-02-01,3,4,3,4
902,2023-02-01,2,5,5,4
902,2024-02-01,4,2,4,4
902,2025-02-01,3,5,4,4
903,2021-01-01,3,2,3,4
903,2022-01-01,2,5,5,4
903,2023-01-01,3,2,5,4
903,2024-01-01,2,4,5,4
903,2025-01-01,3,2,4,4
904,2021-10-01,3,5,5,4
904,2022-10-01,4,2,3,4
904,2023-10-01,5,5,3,4
904,2024-10-01,4,4,3,4
905,2021-04-01,3,2,5,4
905,2022-04-01,3,4,5,4
905,2023-04-01,2,5,5,4
905,2024-04-01,3,3,5,4
906,2021-10-01,4,4,3,4
906,2022-10-01,5,4,3,4
906,2023-10-01,3,5,3,4
906,2024-10-01,3,4,5,4
907,2021-12-01,2,2,3,4
907,2022-12-01,3,3,4,4
907,2023-12-01,2,4,4,4
907,2024-12-01,4,2,3,4
908,2021-04-01,2,2,4,4
908,2022-04-01,4,5,4,4
908,2023-04-01,2,3,3,4
908,2024-04-01,2,3,5,4
909,2023-03-01,2,5,4,4
909,2024-03-01,2,3,3,4
909,2025-03-01,4,4,3,4
910,2021-10-01,2,2,4,4
910,2022-10-01,4,5,5,4
910,2023-10-01,2,2,3,4
910,2024-10-01,4,5,3,4
911,2021-01-01,4,4,4,4
911,2022-01-01,3,4,3,4
911,2023-01-01,3,2,5,4
911,2024-01-01,2,5,4,4
911,2025-01-01,3,4,4,4
912,2021-04-01,2,3,5,4
912,2022-04-01,2,4,5,4
912,2023-04-01,3,4,5,4
912,2024-04-01,3,4,5,4
913,2021-04-01,5,2,4,4
913,2022-04-01,5,5,3,4
913,2023-04-01,3,2,4,4
913,2024-04-01,5,5,3,4
914,2021-06-01,3,4,5,4
914,2022-06-01,3,5,3,4
914,2023-06-01,2,2,4,4
914,2024-06-01,3,4,5,4
915,2021-08-01,3,4,5,3
915,2022-08-01,4,4,5,3
915,2023-08-01,4,5,5,3
915,2024-08-01,4,4,5,3
916,2021-11-01,3,4,4,4
916,2022-11-01,2,3,3,4
916,2023-11-01,2,5,4,4
916,2024-11-01,3,2,3,4
917,2021-08-01,4,4,3,4
917,2022-08-01,3,2,3,4
917,2023-08-01,2,3,3,4
917,2024-08-01,3,4,3,4
918,2021-02-01,2,2,3,3
918,2022-02-01,4,3,5,3
918,2023-02-01,2,5,3,3
918,2024-02-01,4,2,3,3
918,2025-02-01,2,3,4,3
919,2021-10-01,2,3,3,4
919,2022-10-01,3,4,5,4
919,2023-10-01,3,4,3,4
919,2024-10-01,4,2,5,4
920,2021-10-01,3,2,5,4
920,2022-10-01,3,2,4,4
920,2023-10-01,4,4,3,4
920,2024-10-01,4,4,5,4
921,2021-10-01,4,4,5,3
921,2022-10-01,3,3,3,3
921,2023-10-01,3,5,5,3
921,2024-10-01,4,3,4,3
922,2021-12-01,2,2,3,4
922,2022-12-01,4,3,5,4
922,2023-12-01,4,3,4,4
922,2024-12-01,3,4,5,4
923,2021-08-01,4,3,5,4
923,2022-08-01,4,2,3,4
923,2023-08-01,2,5,3,4
923,2024-08-01,2,5,5,4
924,2021-02-01,2,5,5,4
924,2022-02-01,4,2,5,4
924,2023-02-01,2,2,4,4
924,2024-02-01,3,4,4,4
924,2025-02-01,3,3,5,4
925,2021-06-01,4,5,4,4
925,2022-06-01,2,5,4,4
925,2023-06-01,4,2,4,4
925,2024-06-01,4,3,5,4
926,2021-11-01,4,4,3,4
926,2022-11-01,2,2,3,4
926,2023-11-01,4,4,5,4
926,2024-11-01,4,2,4,4
927,2021-04-01,4,2,5,4
927,2022-04-01,3,5,3,4
927,2023-04-01,4,2,3,4
927,2024-04-01,3,4,3,4
928,2021-11-01,3,5,3,4
928,2022-11-01,3,2,3,4
928,2023-11-01,4,4,5,4
928,2024-11-01,5,3,4,4
929,2023-10-01,4,2,3,2
929,2024-10-01,5,3,3,2
930,2021-04-01,2,3,5,3
930,2022-04-01,3,2,5,3
930,2023-04-01,4,4,3,3
930,2024-04-01,2,4,5,3
931,2021-07-01,4,2,4,4
931,2022-07-01,2,2,3,4
931,2023-07-01,2,4,4,4
931,2024-07-01,4,3,3,4
932,2021-05-01,2,5,5,4
932,2022-05-01,3,4,5,4
932,2023-05-01,4,5,5,4
932,2024-05-01,4,5,4,4
933,2021-12-01,3,3,3,3
933,2022-12-01,4,2,3,3
933,2023-12-01,3,4,4,3
933,2024-12-01,4,4,5,3
934,2021-07-01,3,3,4,4
934,2022-07-01,4,5,5,4
934,2023-07-01,2,2,3,4
934,2024-07-01,4,3,3,4
935,2021-07-01,4,3,4,4
935,2022-07-01,4,2,4,4
935,2023-07-01,4,5,5,4
935,2024-07-01,3,4,4,4
936,2021-09-01,5,5,3,4
936,2022-09-01,5,3,3,4
936,2023-09-01,3,2,3,4
936,2024-09-01,3,3,3,4
937,2021-06-01,4,3,4,4
937,2022-06-01,5,3,3,4
937,2023-06-01,4,3,3,4
937,2024-06-01,4,5,4,4
938,2021-09-01,4,3,5,4
938,2022-09-01,5,5,5,4
938,2023-09-01,5,4,5,4
938,2024-09-01,5,3,5,4
939,2021-10-01,4,4,5,4
939,2022-10-01,4,4,4,4
939,2023-10-01,4,5,4,4
939,2024-10-01,3,2,5,4
940,2021-09-01,3,2,3,3
940,2022-09-01,2,3,5,3
940,2023-09-01,2,5,3,3
940,2024-09-01,4,2,4,3
941,2021-11-01,2,2,3,4
941,2022-11-01,2,3,4,4
941,2023-11-01,3,4,4,4
941,2024-11-01,3,3,4,4
942,2021-07-01,2,5,5,4
942,2022-07-01,4,2,4,4
942,2023-07-01,4,3,3,4
942,2024-07-01,4,2,3,4
943,2021-04-01,4,2,4,4
943,2022-04-01,2,2,3,4
943,2023-04-01,3,5,3,4
943,2024-04-01,4,3,3,4
944,2021-01-01,3,2,5,4
944,2022-01-01,3,4,4,4
944,2023-01-01,2,2,4,4
944,2024-01-01,3,3,3,4
944,2025-01-01,3,5,3,4
945,2021-05-01,4,3,3,4
945,2022-05-01,3,2,4,4
945,2023-05-01,4,3,4,4
945,2024-05-01,4,4,3,4
946,2021-01-01,2,3,5,4
946,2022-01-01,2,5,3,4
946,2023-01-01,3,2,3,4
946,2024-01-01,3,4,3,4
946,2025-01-01,2,3,5,4
947,2021-05-01,3,3,4,3
947,2022-05-01,2,5,4,3
947,2023-05-01,2,3,5,3
947,2024-05-01,4,2,3,3
948,2021-01-01,3,2,5,4
948,2022-01-01,3,3,3,4
948,2023-01-01,5,4,5,4
948,2024-01-01,4,4,5,4
948,2025-01-01,3,3,3,4
949,2021-12-01,3,4,3,4
949,2022-12-01,4,3,3,4
949,2023-12-01,4,3,3,4
949,2024-12-01,3,5,4,4
950,2021-09-01,3,3,2,4
950,2022-09-01,5,2,3,4
950,2023-09-01,4,5,3,4
950,2024-09-01,3,3,1,4
951,2021-03-01,2,2,5,4
951,2022-03-01,3,4,4,4
951,2023-03-01,3,3,3,4
951,2024-03-01,4,2,4,4
951,2025-03-01,3,3,5,4
